議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCMC-87,69425,0325【Uat】【R1】機台開招功能-開招/過招 都會額外產生一筆全為0的紀錄,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/三月/26 10:34 上午,21/四月/26 5:13 下午,
漏洞,RSGCMC-86,69354,"0325【Uat】【R1】機台開招功能-使用機台設定解除開招,使用返回退出解除開招確認視窗,會導致後續實體按鈕亮燈異常",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 7:18 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-85,69319,0325【Uat】【R1】機台開招功能-餘額為0無法解除開招,SeanLin,712020:9244b238-6a11-484f-89ed-69dad29e5558,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 5:38 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-84,69318,"0325【Uat】【R1】機台開招功能-目前設定額度為0無法按下洗分按鈕,此會導致僅能使用設定內功能強制解除開招",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 5:33 下午,21/四月/26 5:13 下午,
漏洞,RSGCSC-80,69317,麻將發了2、大過年3、勇闖黃金城-餘額不足時購買免遊會導致額外押分按鈕禁能無法點擊,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,26/三月/26 4:59 下午,23/七月/26 5:17 下午,
漏洞,RSGCMC-83,69316,"0325【Uat】【R1】機台開招功能-達過招門檻後,使用自動轉在每轉間隙中可進入過招視窗進行過招",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 4:35 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-82,69315,"0325【Uat】【R1】機台開招功能-確認開分介面,餘額說明與規格文案不符",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 4:12 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-81,69311,"0325【Uat】【R1】機台開招功能-當前額度為100時,點擊快捷洗分選項,洗分額度不會變為100(0)",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 2:42 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-80,69309,0325【Uat】【R1】機台開招功能-強制解除後短暫時間仍可遊玩(導致彈跳 錯誤CODE:60 ),gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 2:16 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-79,69308,0325【Uat】【R1】機台開招功能-開招時開分計數器不會計數,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 2:11 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-78,69306,0325【Uat】【R1】機台開招功能-實體按鈕亮燈問題,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 1:58 下午,21/四月/26 5:13 下午,
漏洞,RSGCMC-77,69304,0325【Uat】【R1】機台開招功能-入鈔時(尚未更動餘額)此時可進入開招頁面並開招,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 1:52 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-76,69303,0325【Uat】【R1】機台開招功能-強制解除/過招後 紙鈔機仍無法入鈔狀態,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 1:43 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-75,69291,"0325【Uat】【R1】機台開招功能-操作選單""活動""英文語系與規格文件不符",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/三月/26 10:24 上午,21/四月/26 5:14 下午,
漏洞,RSGCMC-74,69191,"0325【Uat】【R1】機台開招功能-開啟強制解除視窗後,使用機台後台解除開招,回到大廳強制解除視窗仍保留",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/三月/26 5:43 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-73,69189,0325【Uat】【R1】機台開招功能-機台報表(開招贈分/開招次數/過招次數/餘分)下方總計無紀錄,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/三月/26 5:31 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-72,69188,"0325【Uat】【R1】機台開招功能-設定頁面進入第二層亮度會變暗,返回或是進到第三層才會恢復正常",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,25/三月/26 5:06 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-71,69186,0325【Uat】【R1】機台開招功能-進入開洗分設定黑屏,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/三月/26 4:57 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-70,69179,"0325【Uat】【R1】機台開招功能-後台報表匯出Excel缺少""開招贈分欄位""",willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/三月/26 4:34 下午,21/四月/26 5:14 下午,
漏洞,RSGCMC-69,68436,0320 【prod】機台紙鈔機更換-紙鈔機斷電 重新接電後 畫面會顯示驗票機錯誤(故障)訊息,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,20/三月/26 4:39 下午,21/四月/26 5:15 下午,
漏洞,RSGCMC-68,68435,0320 【prod】機台紙鈔機更換-紙鈔機卡紙 手動排除後紙鈔機重新校正失敗,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,20/三月/26 4:39 下午,21/四月/26 5:15 下午,
漏洞,RSGCMC-67,68353,若開分限額設定不在合理範圍，錯誤提示顯示不正確,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,已解決,,20/三月/26 10:03 上午,08/四月/26 10:35 上午,
改善,RSGCSC-79,68190,遊戲內選擇面額介面大小，應配合內容多寡做縮放,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,待辦,,19/三月/26 2:33 下午,19/三月/26 2:33 下午,
漏洞,RSGCMC-66,68079,"0318【Uat】【R1】機台紙鈔機更換-錢箱放回後未檢測完成,此時關閉錢箱門畫面會卡住",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,18/三月/26 5:08 下午,21/四月/26 5:28 下午,
漏洞,RSGCL-44,68038,機台大廳-大廳頂部JP展示視窗 偶發加載失敗情況,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,18/三月/26 2:49 下午,18/三月/26 2:49 下午,
漏洞,RSGCSC-78,67374, 麻將發了2、大過年3、勇闖黃金城-斷線重連 讀取畫面時可以點擊額外押分按鈕,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/三月/26 3:04 下午,21/四月/26 5:11 下午,
漏洞,RSGCMC-65,67053,按下服務鈴時進出遊戲，燈條不會維持在正確狀態,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,已解決,,13/三月/26 11:25 上午,08/四月/26 10:29 上午,
漏洞,RSGCMC-64,66486,"遊戲中開啟""暫停服務""，重啟後沒有顯示""暫停服務""畫面",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,已解決,,09/三月/26 3:53 下午,30/三月/26 5:13 下午,
漏洞,RSGCMC-63,65807,0303【Uat】【R1】機台報表後台-代理報表-代理報表下載後「贏/輸(含彩金)」少了後面的括弧,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,04/三月/26 8:20 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-62,65797,0303【Uat】【R1】機台報表後台-贏輸報表-第二層-單遊戲層級「彩金貢獻值」欄位規格錯誤,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,04/三月/26 4:55 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-61,65794,0303【Uat】【R1】機台報表後台-代理報表-第二層/第三層 欄位順序與規格不符,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,04/三月/26 4:32 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-60,65764,0303【Uat】【R1】機台報表後台-贏輸報表/代理報表-第二層(店家)，【輸/贏】欄位有算到彩金，【贏/輸(含彩金)】這樣會算到兩次彩金,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,04/三月/26 11:29 上午,21/四月/26 5:37 下午,
漏洞,RSGCMC-59,65763,0303【Uat】【R1】機台報表後台-贏輸報表-利潤計算異常,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,04/三月/26 11:25 上午,21/四月/26 5:37 下午,
漏洞,RSGCMC-58,65595,0303【Uat】【R1】機台報表後台-代理報表-匯出Excelc含%數資料生成後均顯示到小數點後12位,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/三月/26 5:16 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-57,65593,0303【Uat】【R1】機台報表後台-代理報表-右上導航(應為 特殊報表>代理報表),willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/三月/26 5:04 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-56,65524,0303【Uat】【R1】機台報表後台-全報表-時間篩選欄位無防呆機制,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/三月/26 2:57 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-55,65523,0303【Uat】【R1】機台報表後台-機台報表-第三層-店家機台結束時間篩選錯誤,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,03/三月/26 2:56 下午,21/四月/26 5:37 下午,
漏洞,RSGCMC-54,65519,0303【Uat】【R1】機台報表後台-贏輸報表-報表欄位少遊戲局數、獲勝局數、局數贏率，與規格文件不符,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,03/三月/26 2:32 下午,21/四月/26 5:38 下午,
漏洞,RSGCMC-53,65518,0303【Uat】【R1】機台報表後台-交班報表-第一層(全部店家層)與第二層(店家層)，顯示不符,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,03/三月/26 2:19 下午,21/四月/26 5:38 下午,
漏洞,RSGCMC-52,65449,機台斷電數日後開啟，SPIN後側邊按鍵無反應,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,已解決,,03/三月/26 11:03 上午,08/四月/26 10:29 上午,
漏洞,RSGCSC-76,63894,機台斷電數日後開啟，SPIN出現錯誤,Michael Kuo,5c89ca3a5db2976adad4630e,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,未解決問題,,24/二月/26 5:59 下午,03/三月/26 11:03 上午,
改善,RSGCSC-74,62023,機台遊戲-按住Buy Feature內按鈕時同時按下實體按鍵，按鈕狀態不會恢復,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,待辦,,10/二月/26 6:50 下午,17/三月/26 2:23 下午,
漏洞,RSGCL-42,61273,機台大廳-JP彩金頁面偶發載入失敗情形,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,未解決問題,,06/二月/26 6:17 下午,06/二月/26 7:15 下午,
漏洞,RSGCSC-75,61267,正式環境遊戲內JP中獎文字和JP滾分重疊,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,06/二月/26 4:20 下午,18/三月/26 3:24 下午,
漏洞,RSGCMC-49,61266,正式環境報表無法正常顯示,Michael Kuo,5c89ca3a5db2976adad4630e,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,06/二月/26 4:04 下午,19/三月/26 2:10 下午,
漏洞,RSGCL-43,61265,大廳玩家總分與遊戲內不一致,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,未解決問題,,06/二月/26 4:00 下午,12/二月/26 10:28 上午,
漏洞,RSGCMC-47,61264,機台大廳-進入設定頁後返回，螢幕會無法觸控,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,06/二月/26 3:40 下午,17/三月/26 9:00 下午,
漏洞,RSGCSC-73,61180,"0204 【R4】機台遊戲六款/【R3】機台遊戲四款-全遊戲-購買遊戲視窗關閉動畫未播放完畢按下購買特色實體按鈕,會導致購買特色實體按鈕不亮",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,06/二月/26 10:27 上午,06/二月/26 11:32 上午,
漏洞,RSGCMC-51,61179,0204【Uat】【R4】機台大廳-燈條相關問題,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,處理中,,06/二月/26 10:06 上午,14/五月/26 11:20 上午,
漏洞,RSGCSC-71,61111,"0204【Uat】【R4】機台大廳-中JP後斷線重連,提示視窗仍會顯示(僅主機端有此問題)",Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,05/二月/26 7:49 下午,21/四月/26 5:17 下午,
漏洞,RSGCSC-70,61077,"0204 【R4】機台遊戲六款/【R3】機台遊戲四款-全遊戲-上方JP展示區MINOR播放中獎資訊時,底色會變綠",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/二月/26 6:13 下午,21/四月/26 5:17 下午,
漏洞,RSGCSC-69,61076,0204 【R4】機台遊戲六款/【R3】機台遊戲四款-全遊戲-上方JP展示區 MINOR會有在MAJOR區塊展示的情況發生,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/二月/26 5:59 下午,21/四月/26 5:17 下午,
漏洞,RSGCSC-68,61009,"0204 【R4】機台遊戲六款/【R3】機台遊戲四款-全遊戲-低於門檻普通轉進入免遊後,斷線重連後上方JP展示視窗會亮起",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,05/二月/26 2:35 下午,05/二月/26 3:00 下午,
漏洞,RSGCL-41,61006,0204【Uat】【R4】機台大廳-偶發JP動畫卡住情形,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,未解決問題,,05/二月/26 2:28 下午,06/二月/26 7:44 下午,
漏洞,RSGCL-40,61002,"0204【Uat】【R4】機台大廳-連續中多個JP解鎖第一個後,後續轉動鑰匙不會出現隱藏/解鎖按鈕",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/二月/26 1:32 下午,21/四月/26 5:17 下午,
漏洞,RSGCL-39,60962,機台大廳-JP金額有連續兩個0時，數字會交疊,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,未解決問題,,05/二月/26 10:04 上午,05/二月/26 10:18 上午,
漏洞,RSGCCC-20,60961,有請財神-help_p2文案調整,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,05/二月/26 9:56 上午,08/二月/26 4:52 下午,
漏洞,RSGCLEG-15,60960,0204【Uat】【R4】戰神呂布-FG結算面板顯示金額異常,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,05/二月/26 9:42 上午,18/三月/26 3:25 下午,
漏洞,RSGCSC-66,60824,"連續拉中JP，第二個JP不會出現""請洽服務人員""彈窗",Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,04/二月/26 5:47 下午,12/二月/26 10:30 上午,
漏洞,RSGCSC-65,60823,Major動畫出現異常白底,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,04/二月/26 5:41 下午,09/二月/26 2:06 下午,
漏洞,RSGCMC-46,60813,機台大廳-拉中JP時按下服務鈴後取消，燈條不會回到JP狀態,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,04/二月/26 3:45 下午,08/二月/26 7:48 下午,
漏洞,RSGCMC-45,60596,"0126【Uat】【R3】機台大廳-設定-遊戲列表設定-選取遊戲到最底或最頂後,再次點擊往前往後,會改選取別款遊戲",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/二月/26 5:14 下午,21/四月/26 5:17 下午,
漏洞,RSGCLEG-14,60588,"0126【Uat】【R3】機台遊戲六款-戰神呂布-進入免遊頁面使用觸控點擊確認時,免遊結束結算畫面使用點擊關閉,背景圖/共用功能會消失",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/二月/26 4:35 下午,21/四月/26 5:17 下午,
漏洞,RSGCPOW-10,60574,0126【Uat】【R3】機台遊戲六款-雷神之錘-免遊收集倍數過大會超出螢幕邊界,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,03/二月/26 4:05 下午,04/六月/26 12:45 下午,
漏洞,RSGCMC-44,60567,"0126【Uat】【R3】機台大廳-開啟開分/洗分頁面後,點擊查帳/設定按鈕 再離開,此時會有異常情況",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/二月/26 2:57 下午,21/四月/26 5:17 下午,
改善,RSGCSC-64,60566,主機 - 麻將發了1、麻將發了2，餘額不足時使用空白鍵spin仍有spin音效,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,待辦,,03/二月/26 2:49 下午,14/五月/26 11:18 上午,
改善,RSGCL-37,60563,機台大廳-歷史紀錄返回大廳時會同時觸發選擇面額介面,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,完成,完成,03/二月/26 2:37 下午,05/二月/26 9:43 上午,
漏洞,RSGCCC-19,60529,"0126【Uat】【R3】機台遊戲六款-有請財神-觸發喜從天降時點擊turbo有音效,但按鈕動畫結束後才會亮起",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,03/二月/26 2:00 下午,21/四月/26 5:17 下午,
漏洞,RSGCL-36,60305,機台大廳-歷史紀錄只有一筆時，實體bet+鍵會亮起,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,02/二月/26 3:38 下午,04/二月/26 5:44 下午,
漏洞,RSGCPOW-9,60301,機台-雷神之錘-押注與實際扣分不符,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,02/二月/26 2:54 下午,23/七月/26 5:17 下午,
漏洞,RSGCMC-43,60298,機台大廳-不接受的面額有機率被接受,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,02/二月/26 2:17 下午,08/二月/26 4:59 下午,
改善,RSGCMC-42,60263,機台大廳-紙鈔辨識失敗事件紀錄不正確,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,完成,完成,02/二月/26 12:36 下午,12/二月/26 11:31 上午,
改善,RSGCL-35,60216,機台大廳-JP頁面調整更新時間,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,完成,完成,01/二月/26 6:02 下午,05/二月/26 9:43 上午,
漏洞,RSGCMC-41,60018,機台大廳-遊戲中進入設定頁，開關門後系統頁會有遊戲音樂,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,31/一月/26 3:55 下午,05/二月/26 2:44 下午,
漏洞,RSGCRM-13,59947,0126【Uat】【R2】機台遊戲四款-麻將發了-滾輪滾動中沒有顯示金色Symbol,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,30/一月/26 5:01 下午,21/四月/26 5:17 下午,
漏洞,RSGCSC-63,59946,"0126【Uat】【R3】機台遊戲六款-戰神呂布/雷神之錘/開心農場-FG結算後返回BG畫面,此時播放的大獎贏分會自動停止",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,30/一月/26 4:46 下午,21/四月/26 5:17 下午,
漏洞,RSGCCNY3-12,59943,0126 【Uat】【R3】機台遊戲六款-大過年3-B1、百搭符號，於第一行無動畫時 圖層錯誤,grace,712020:afdf8426-d95b-4dfb-86ec-5b42391ad354,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,30/一月/26 4:00 下午,21/四月/26 5:17 下午,
漏洞,RSGCSC-62,59941,0126【Uat】【R2】機台遊戲四款-大過年/金雞有喜-BIGWIN贏分會直接播放動畫,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,30/一月/26 2:49 下午,21/四月/26 5:17 下午,
漏洞,RSGCPOW-8,59940,0126【Uat】【R3】機台遊戲六款-雷神之錘-大獎贏分後 下方贏分會跟著BIGWIN動畫從0開始跑,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,30/一月/26 2:44 下午,21/四月/26 5:17 下午,
漏洞,RSGCMC-40,59935,0126【Uat】【R3】機台大廳-設定-統計資訊-非票卷出入金次數/入鈔次數 單位確認,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,30/一月/26 11:31 上午,21/四月/26 5:17 下午,
漏洞,RSGCL-34,59933,0126【Uat】【R3】機台大廳-JP上方資訊欄無人轉動時會累計,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,30/一月/26 11:12 上午,21/四月/26 5:17 下午,
漏洞,RSGCMC-39,59931,0126【Uat】【R3】機台大廳-設定-音量控制-測試按鈕點擊無測試音效,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,30/一月/26 10:49 上午,21/四月/26 5:18 下午,
漏洞,RSGCL-33,59929,0126【Uat】【R3】機台大廳-JP網路穩定問題,Michael Kuo,5c89ca3a5db2976adad4630e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,30/一月/26 9:37 上午,30/一月/26 9:49 上午,
漏洞,RSGCMC-38,59928,機台 - 拔網路線斷網後仍可以點擊交班,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,30/一月/26 9:20 上午,08/二月/26 5:01 下午,
漏洞,RSGCL-32,59862,0126【Uat】【R3】機台大廳-JP增加的累積值與文件不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,29/一月/26 8:33 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-31,59828,"0126【Uat】【R3】機台大廳-同時中多筆JP彩金,JP彩金無法全部紀錄",color,712020:ef570a76-cebe-487d-a589-bfc30cc2be39,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,29/一月/26 4:38 下午,21/四月/26 5:18 下午,
