議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCCHN-12,74519,"0709【Uat】【R1】機台新遊戲 - 秦皇傳說-COMBO場次超過10時,文案跟場次會重疊顯示",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,10/七月/26 2:52 下午,14/七月/26 4:31 下午,
漏洞,RSGCCHN-11,74507,"0709【Uat】【R1】機台新遊戲 - 秦皇傳說-首次進入遊戲開啟購買免遊選單上方會顯示押分cash,而不是實際購買cash",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,10/七月/26 11:43 上午,14/七月/26 4:29 下午,
漏洞,RSGCCHN-10,74500,"0709【Uat】【R1】機台新遊戲 - 秦皇傳說-快速開啟/關閉自動轉,部份實體按鈕會亮起(但僅大廳按鈕有作用)",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 11:26 下午,14/七月/26 4:51 下午,
漏洞,RSGCCHN-9,74498,0709【Uat】【R1】機台新遊戲 - 秦皇傳說-免遊結束動畫上方會有橫線,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 9:55 下午,14/七月/26 4:20 下午,
漏洞,RSGCCHN-8,74497,"0709【Uat】【R1】機台新遊戲 - 免遊倍數高於100,會遮擋到場次文案",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,09/七月/26 9:54 下午,21/七月/26 10:10 上午,
漏洞,RSGCCHN-7,74494,"0709【Uat】【R1】機台新遊戲 - FG內大獎贏分動畫滾動時,會將該局贏分重新加上,滾動後下一把才扣回",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 9:05 下午,14/七月/26 5:03 下午,
漏洞,RSGCCHN-6,74493,0709【Uat】【R1】機台新遊戲 - 大獎滾分動畫異常,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 8:18 下午,14/七月/26 4:27 下午,
漏洞,RSGCCHN-5,74492,0709【Uat】【R1】機台新遊戲 - 秦皇傳說-大獎倍率與規格不符,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 8:11 下午,14/七月/26 5:34 下午,
漏洞,RSGCCHN-4,74489,"0709【Uat】【R1】機台新遊戲 - 秦皇傳說-觸控購買特色沒放開時,可點擊打開bet/面額選單更改下注額",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/七月/26 6:57 下午,14/七月/26 4:49 下午,
漏洞,RSGCCHN-3,74483,0709【Uat】【R1】機台新遊戲 - 秦皇傳說-進入FG未顯示CONGRATULATIONS字樣,華華,712020:73f12dd5-be48-484c-bb50-e35425d9c0b2,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,09/七月/26 5:46 下午,14/七月/26 4:21 下午,
漏洞,RSGCSC-100,74481,"全遊戲-購買特色頁面未關閉時,可點擊自動轉按鈕(此會導致購買特色按鈕亮起)",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,09/七月/26 5:26 下午,10/七月/26 3:40 下午,
漏洞,RSGCCHN-1,74478,0709【Uat】【R1】機台新遊戲 - 秦皇傳說-進免遊斷線重連後購買特色按鈕會亮起,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,09/七月/26 4:39 下午,21/七月/26 10:11 上午,
漏洞,RSGCBOS2-48,74431,"0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-鎖定倍數球分裂時斷線重連後,外框顏色顯示會往上+1級距",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/七月/26 4:41 下午,21/七月/26 10:44 上午,
漏洞,RSGCSC-98,74418,"0707 全遊戲-切換說明頁時按下實體按鈕""大廳""會導致下次開啟說明頁卡在換頁過程",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,08/七月/26 3:39 下午,08/七月/26 3:39 下午,
漏洞,RSGCBOS2-47,74398,"0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-B1收集贏分同時盤面有倍數球,收集動畫會顯示為""0""*倍數",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/七月/26 11:36 上午,21/七月/26 10:14 上午,
漏洞,RSGCSC-97,74388,0707 麻將發了、麻將發了2、賞金獵人-第一次轉動急停會有卡頓情況,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,07/七月/26 9:47 下午,14/七月/26 1:32 下午,
漏洞,RSGCBOS2-46,74386,"0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-鎖定倍數球,最後一把鎖定被收集時斷線重連,此時倍數球上數字會重新出現",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/七月/26 9:01 下午,21/七月/26 10:30 上午,
漏洞,RSGCSC-99,74384,"0708  全遊戲-使用低於BG押分購買免遊,最後一把斷線重連會導致餘額贏分BET異常",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,07/七月/26 7:50 下午,08/七月/26 5:20 下午,
漏洞,RSGCBOS2-44,74382,"0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-免遊內有大獎,斷線重連回到BG大獎動畫播放時購買特色可點擊(無作用)",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/七月/26 7:03 下午,21/七月/26 10:37 上午,
漏洞,RSGCBOS2-43,74373,"0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-L1升級變色後分裂,分裂後的倍數球會是上個級距的顏色",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/七月/26 4:43 下午,21/七月/26 10:34 上午,
漏洞,RSGCBOS2-42,74339,0707 【Uat】【R3】機台新遊戲 - 決戰賽特2-倍數分裂/鎖定倍數收集時斷線重連 會導致無法進入遊戲/餘額贏分異常,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/七月/26 11:55 上午,08/七月/26 11:06 上午,
漏洞,RSGCBOS2-41,74313,"0703 【Uat】【R2】機台新遊戲 - 決戰賽特2-如該局免遊已有贏分,此時Retrigger上方贏分會改為顯示該局總贏分",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/七月/26 5:49 下午,08/七月/26 11:19 上午,
漏洞,RSGCBOS2-40,74309,"0703 【Uat】【R2】機台新遊戲 - 決戰賽特2-Trigger FG時如有大獎動畫,此時跑馬燈不會加上Bonus贏分",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/七月/26 4:57 下午,08/七月/26 12:02 下午,
漏洞,RSGCBOS2-39,74300,0703 【Uat】【R2】機台新遊戲 - 決戰賽特2-倍數球鎖定框重連後顏色錯誤,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/七月/26 3:46 下午,07/七月/26 2:39 下午,
漏洞,RSGCBOS2-38,74202,0625【Uat】機台新遊戲 - 決戰賽特2-燈條顯示與規格不符,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,02/七月/26 4:55 下午,08/七月/26 2:39 下午,
漏洞,RSGCSC-96,74172,0702 機台遊戲卡住異常,Gms,5d147d02e207030bd3c6bdd2,Mark Chen,712020:cadd47e2-593f-4682-8a1b-fbb0d12ae649,Medium,未解決問題,,02/七月/26 1:56 下午,02/七月/26 2:09 下午,
改善,RSGCSC-95,74151,0702 Jackpot滾分時進行斷線重連，不會被截圖到,Gms,5d147d02e207030bd3c6bdd2,Mark Chen,712020:cadd47e2-593f-4682-8a1b-fbb0d12ae649,Medium,待辦,,02/七月/26 11:12 上午,02/七月/26 11:17 上午,
漏洞,RSGCMC-126,74141,"進入免遊時,偶發出現無法透過觸控""開始""進入免遊情況",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,02/七月/26 9:46 上午,02/七月/26 9:46 上午,
改善,RSGCSC-94,74082,0701 購買特色在調整Bet時，會將預選的狀態清除,Gms,5d147d02e207030bd3c6bdd2,Mark Chen,712020:cadd47e2-593f-4682-8a1b-fbb0d12ae649,Medium,待辦,,01/七月/26 11:22 上午,01/七月/26 11:49 上午,
漏洞,RSGCBOS2-37,74048,0625【Uat】機台新遊戲 - 決戰賽特2-FG結束回到BG，該場結算/BIG WIN時進行斷線重連，回到遊戲時贏分會顯示FG得分,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 4:01 下午,06/七月/26 4:31 下午,
漏洞,RSGCBOS2-36,74046,0625【Uat】機台新遊戲 - 決戰賽特2-拉中JP，JP滾分中斷線重連，回到遊戲時BET顯示為初始BET,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 3:54 下午,07/七月/26 2:33 下午,
漏洞,RSGCBOS2-35,74044,0625【Uat】機台新遊戲 - 決戰賽特2-BG當局有贏分且拉中JP，停輪前/symbol消除中進行斷線重連，回到遊戲時仍會繼續消除並顯示相關贏分動畫,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 3:52 下午,06/七月/26 4:34 下午,
漏洞,RSGCBOS2-34,74042,0625【Uat】機台新遊戲 - 決戰賽特2-SPIN當局有贏分，停輪後調整BET後斷線重連，回到遊戲時贏分顯示0,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 3:30 下午,06/七月/26 4:34 下午,
漏洞,RSGCBOS2-33,74040,0625【Uat】機台新遊戲 - 決戰賽特2-SPIN當局有贏分，表演結束後IDLE狀態下進行斷線重連，回到遊戲時贏分顯示0且BET顯示初始BET,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 3:27 下午,06/七月/26 4:33 下午,
漏洞,RSGCBOS2-32,74038,0625【Uat】機台新遊戲 - 決戰賽特2-SPIN當局無贏分，停輪後進行斷線重連，回到遊戲時BET顯示初始BET而非斷連前原BET,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,30/六月/26 3:24 下午,06/七月/26 4:24 下午,
漏洞,RSGCBOS2-31,74025,"0625【Uat】機台新遊戲 - 決戰賽特2-Spin掉落時,會有殘餘盤面",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,30/六月/26 1:20 下午,06/七月/26 4:29 下午,
漏洞,RSGCMC-125,74015,"0629 【Uat-Prod】V15新增功能合併測試-進入遊戲時出現畫面仍停留在大廳情況(此時點擊畫面無作用,重啟後自動進入遊戲)",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,30/六月/26 9:47 上午,30/六月/26 3:15 下午,
漏洞,RSGCMC-124,74013,0629 【Uat-Prod】V15新增功能合併測試-進入遊戲偶發出現錯誤提示(Code:-999),Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,30/六月/26 9:45 上午,30/六月/26 3:15 下午,
漏洞,RSGCMC-123,74011,0629 【Uat-Prod】V15新增功能合併測試-Spin時偶發出現網路異常錯誤(Code:-1011),Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,30/六月/26 9:43 上午,30/六月/26 3:14 下午,
漏洞,RSGCBOS2-30,73991,0625【Uat】機台新遊戲 - 決戰賽特2-FG內 retrigger且有其他贏分時斷線重連，回到遊戲後Credit顯示異常,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,29/六月/26 4:42 下午,06/七月/26 4:42 下午,
漏洞,RSGCBOS2-29,73984,0625【Uat】機台新遊戲 - 決戰賽特2-BG trigger FG 且有其他贏分時，於Bonus動畫表演前斷線重連，回到遊戲後Credit不會加上Scatter的分數,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,29/六月/26 2:47 下午,06/七月/26 4:43 下午,
漏洞,RSGCBOS2-28,73939,0625【Uat】機台新遊戲 - 決戰賽特2-trigger FG時斷線重連，回到遊戲後不會播放SYMBOL動畫就彈出FG場次面板,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,29/六月/26 11:24 上午,06/七月/26 4:38 下午,
漏洞,RSGCBOS2-27,73908,0625【Uat】機台新遊戲 - 決戰賽特2-購買特色-全面覺醒/終極決戰，使用押分低於overview設定的maxbet，無法購買,SimonHou,5f150b9f7e510c00156a3d18,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,26/六月/26 4:09 下午,06/七月/26 4:18 下午,
漏洞,RSGCBOS2-26,73907,0625【Uat】機台新遊戲 - 決戰賽特2-終極決戰-觸發女賽特每把贏分均會直接加入餘額,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 4:02 下午,06/七月/26 4:11 下午,
漏洞,RSGCBOS2-25,73904,0625【Uat】機台新遊戲 - 決戰賽特2-進出免遊數字(場次/贏分)比動畫提早出現,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 3:24 下午,06/七月/26 11:56 上午,
漏洞,RSGCBOS2-24,73903,"0625【Uat】機台新遊戲 - 決戰賽特2-升級倍數球,鎖定且分裂時,不會同步升級",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 3:08 下午,06/七月/26 4:07 下午,
漏洞,RSGCBOS2-23,73900,0625【Uat】機台新遊戲 - 決戰賽特2-終極決戰出現鎖定時，下方贏分均會先歸0再一次加總,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,26/六月/26 3:04 下午,06/七月/26 4:13 下午,
漏洞,RSGCBH-10,73899,0624【Uat】機台新遊戲 - 賞金獵人-靜態轉動態圖片有色差,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,26/六月/26 2:52 下午,03/七月/26 5:07 下午,
漏洞,RSGCBOS2-22,73869,0625【Uat】機台新遊戲 - 決戰賽特2-男賽特手部動畫異常,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 2:36 下午,03/七月/26 5:19 下午,
漏洞,RSGCBOS2-21,73821,"0625【Uat】機台新遊戲 - 決戰賽特2-斷線重連後""總倍數""區塊消失",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 12:11 下午,06/七月/26 2:35 下午,
漏洞,RSGCBOS2-20,73818,"0625【Uat】機台新遊戲 - 決戰賽特2-鎖定倍數特色升級時,倍數球顏色不會變化",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/六月/26 10:35 上午,06/七月/26 2:50 下午,
漏洞,RSGCBOS2-19,73817,0625【Uat】機台新遊戲 - 決戰賽特2-多語系-FG跑馬燈不會區分一般或覺醒FG，兩種文案都會輪播,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,26/六月/26 10:28 上午,06/七月/26 2:44 下午,
漏洞,RSGCMC-122,73815,"JP拉到機台後,後續調整BET未達門檻仍可拉中JP",color,712020:ef570a76-cebe-487d-a589-bfc30cc2be39,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,26/六月/26 9:55 上午,29/六月/26 9:55 上午,
漏洞,RSGCBOS2-18,73812,0625【Uat】機台新遊戲 - 決戰賽特2-多語系-賽特/女賽特符號特色說明缺少賠率,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,25/六月/26 5:14 下午,06/七月/26 2:45 下午,
漏洞,RSGCBOS2-17,73811,0625【Uat】機台新遊戲 - 決戰賽特2-多語系-跑馬燈B1/B2圖示顯示與盤面不同，缺少scatter文字,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,25/六月/26 5:02 下午,03/七月/26 5:55 下午,
漏洞,RSGCBOS2-16,73810,0625【Uat】機台新遊戲 - 決戰賽特2-終極決戰-觸發女賽特後續無贏分時大獎動畫過快出現,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 4:46 下午,06/七月/26 2:52 下午,
漏洞,RSGCBH-9,73809,0624【Uat】機台新遊戲 - 賞金獵人-燈條顯示顏色與規格書不符,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,25/六月/26 4:44 下午,07/七月/26 2:37 下午,
漏洞,RSGCBOS2-15,73808,0625【Uat】機台新遊戲 - 決戰賽特2-缺少贏得/共贏得文案,SimonHou,5f150b9f7e510c00156a3d18,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 4:41 下午,03/七月/26 5:19 下午,
漏洞,RSGCBOS2-14,73807,"0625【Uat】機台新遊戲 - 決戰賽特2-終極決戰-觸發鎖定特色,後續無贏分無須spin即會快速轉",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 4:41 下午,06/七月/26 2:53 下午,
漏洞,RSGCBOS2-13,73806,"0625【Uat】機台新遊戲 - 決戰賽特2-進出免遊開始/領獎頁面,功能選單與加速按鈕可點擊",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 4:18 下午,06/七月/26 2:40 下午,
漏洞,RSGCBOS2-12,73805,0625【Uat】機台新遊戲 - 決戰賽特2-繁中-跑馬燈文案未顯示完全,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,25/六月/26 3:56 下午,06/七月/26 2:47 下午,
漏洞,RSGCBOS2-11,73804,0625【Uat】機台新遊戲 - 決戰賽特2-英文-覺醒FG文案與規格不符,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 3:38 下午,03/七月/26 5:27 下午,
漏洞,RSGCBOS2-10,73803,"0625【Uat】機台新遊戲 - 決戰賽特2-免費遊戲最後一把如有鎖定特色倍數,進出遊戲後spin,此時倍數球會直接消失而不是掉落",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 3:23 下午,21/七月/26 10:31 上午,
漏洞,RSGCBOS2-9,73802,0625【Uat】機台新遊戲 - 決戰賽特2-多語系-說明頁免費旋轉特色少B1免費遊戲符號圖片,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 3:22 下午,03/七月/26 5:26 下午,
漏洞,RSGCBOS2-8,73801,0625【Uat】機台新遊戲 - 決戰賽特2-多語系-說明頁免費旋轉號段落少灰色文字,SimonHou,5f150b9f7e510c00156a3d18,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 2:55 下午,07/七月/26 11:16 上午,
漏洞,RSGCBOS2-7,73800,0625【Uat】機台新遊戲 - 決戰賽特2-英文-help文件P2段落升級倍數符號特色灰底文字與倍數符號相同,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 2:47 下午,03/七月/26 5:34 下午,
漏洞,RSGCBH-8,73799,0624【Uat】機台新遊戲 - 賞金獵人-中、英-HELP內版面圖示錯誤,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,25/六月/26 2:22 下午,03/七月/26 4:54 下午,
漏洞,RSGCBOS2-6,73798,0625【Uat】機台新遊戲 - 決戰賽特2-英文-BG跑馬燈隨機文案未顯示完全,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 2:19 下午,06/七月/26 4:04 下午,
漏洞,RSGCBOS2-5,73797,"0625【Uat】機台新遊戲 - 決戰賽特2-免遊內大倍數振動特效,會導致盤面跑板",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 2:01 下午,06/七月/26 3:54 下午,
漏洞,RSGCBOS2-4,73795,0625【Uat】機台新遊戲 - 決戰賽特2-英文-FG結算畫面顯示中文,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,25/六月/26 1:51 下午,03/七月/26 5:29 下午,
漏洞,RSGCBOS2-3,73793,"0625【Uat】機台新遊戲 - 決戰賽特2-鎖定特色結束時,倍數symbol仍有綠光特效",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,25/六月/26 1:35 下午,06/七月/26 4:01 下午,
漏洞,RSGCBOS2-2,73792,"0625【Uat】機台新遊戲 - 決戰賽特2-觸發大獎,動畫會先閃爍後才是爆金幣動畫",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,25/六月/26 1:11 下午,06/七月/26 3:49 下午,
漏洞,RSGCBH-7,73791,0624【Uat】機台新遊戲 - 賞金獵人-中英-FG end規格缺少文字,華華,712020:73f12dd5-be48-484c-bb50-e35425d9c0b2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,25/六月/26 11:43 上午,03/七月/26 5:04 下午,
漏洞,RSGCBH-6,73790,0624【Uat】機台新遊戲 - 賞金獵人-英-BONUS、WILD Symbol文案與文件不符，實做句尾都無句點,華華,712020:73f12dd5-be48-484c-bb50-e35425d9c0b2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,25/六月/26 11:39 上午,03/七月/26 5:02 下午,
漏洞,RSGCBH-5,73787,0624【Uat】機台新遊戲 - 賞金獵人-英-HELP文案與文件不符,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,25/六月/26 11:34 上午,03/七月/26 5:00 下午,
漏洞,RSGCBOS2-1,73785,0625【Uat】機台新遊戲 - 決戰賽特2-繁中-說明頁-免費旋轉特色文案重複,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/六月/26 11:23 上午,03/七月/26 5:36 下午,
漏洞,RSGCBH-4,73766,0624【Uat】機台新遊戲 - 賞金獵人-英文-BONUS動畫表現會看到後面的Symbol,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,24/六月/26 4:48 下午,03/七月/26 5:07 下午,
